id,added,manager,contragent,task,confirmed,master,done,canceled,userc,more,status,location
408,26.04.2023 12:37,5850789657,307292645,"MF754 - 2 заправки,  картридж 435 А - 1 заправка. (забрать из офиса годовой договор)",27.04.2023 08:27,432066117,27.04.2023 21:28,,,,3,
409,26.04.2023 12:50,5850789657,304977427,"MF231- 3 зп, LBP2900 - 3 зп,M1005- 2 зп, MF3010-1 зп",27.04.2023 08:32,596759592,27.04.2023 10:15,,,,3,
410,26.04.2023 13:15,821636275,202099756,"Заказчик: FLO Karatash
Номер заявки: 000000051130
Вид заявки: Заправка принтера REDTAG*
Телефон инициатора: 998708003
Инициатор: Ориф
Тема заявки: Не работает принтер Кенон  Завсклада
Задача (сокр): Не работает принтер Кенон Завсклада",26.04.2023 14:35,5057169611,26.04.2023 16:55,,,,3,
411,26.04.2023 13:56,821636275,202099756,"Заказчик: Fayzobod RС
Номер заявки: 000000051135
Вид заявки: Заправка принтера*
Телефон инициатора: 990305752
Инициатор: Begzod
Тема заявки:  Заправка принтера* 50 шт кортрижа
Задача (сокр): Заправка принтера*",26.04.2023 14:39,821636275,26.04.2023 17:58,,,,3,
412,26.04.2023 14:56,5195792294,206975479,Canon 4100 - 1,27.04.2023 08:17,563934644,27.04.2023 16:23,,,,3,
413,26.04.2023 15:19,5850789657,305191400,Филиал Аския. Mf 3010 - 1 заправка,27.04.2023 08:17,563934644,27.04.2023 12:27,,,,3,
414,26.04.2023 16:33,5195792294,307829948,"Hp m436 , canon mf 113w, hp lj pro m15  Hp m203dn",28.04.2023 07:11,596759592,28.04.2023 10:18,,,,3,
415,26.04.2023 16:32,5850789657,207306343,"Сanon mf 3010 2 новых картриджа, ориентир Северный вокзал",27.04.2023 08:25,432066117,27.04.2023 21:28,,,,3,
416,27.04.2023 08:12,821636275,202099756,"Заказчик: Korzinka - Sergeli 4-bekat
Номер заявки: 000000051152
Вид заявки: Заправка принтера*
Телефон инициатора: 998483908
Инициатор: Шокир
Тема заявки: Заправка  Принтера
Задача (сокр): Заправка    Принтера",27.04.2023 08:13,821636275,27.04.2023 10:33,,,,3,
417,27.04.2023 09:09,5195792294,302762364,Заправка картриджей canon 6020 \2900\сanonIR2425,28.04.2023 09:21,432066117,28.04.2023 10:55,,,,3,
418,27.04.2023 09:14,5195792294,205529921,"ориентир Экобазар 
Canon mf 4410 /  4730 
974610860 Максуд ака",27.04.2023 13:45,5057169611,27.04.2023 16:51,,,,3,
419,27.04.2023 09:24,5195792294,306214930,Текст клиента : EPSON L362  красная лампочка горит и не работает,28.04.2023 09:47,432066117,28.04.2023 13:35,,,,3,
420,27.04.2023 10:06,5195792294,207162739,"сanon mf 244-1 
canon mf 3010-1
Canon lbp 6030b",27.04.2023 12:16,5057169611,27.04.2023 13:57,,,,3,
421,27.04.2023 10:07,821636275,202099756,"Заказчик: Korzinka - Beruniy
Номер заявки: 000000051154
Вид заявки: Заправка принтера*
Телефон инициатора: 901226725
Инициатор: Шерзод
Тема заявки: принтер плохо работает
Задача (сокр): Ассалом алейкум!!!
принтер плохо печатает",27.04.2023 10:07,821636275,27.04.2023 12:02,,,,3,
422,27.04.2023 10:44,5195792294,305989514,"Kyosera TK 3190 - 2 заправки
737 3шт.
725 2шт.
Epson l 805 (проверить) взять чернила",28.04.2023 12:52,596759592,28.04.2023 16:45,,,,3,
423,27.04.2023 11:47,5195792294,305440557,"Фуркат 17
canon 3010",27.04.2023 12:28,563934644,27.04.2023 17:15,,,,3,
424,27.04.2023 12:31,5195792294,206548447,Заправка картриджей около 10,28.04.2023 05:00,563934644,28.04.2023 13:51,,,,3,
425,27.04.2023 12:36,5195792294,302070269,"hp1010
canon 4320\2900
Epson l312",28.04.2023 12:10,596759592,28.04.2023 16:45,,,,3,
426,27.04.2023 14:19,821636275,202099756,"Заказчик: Korzinka - TTZ
Номер заявки: 000000051170
Вид заявки: Заправка принтера*
Телефон инициатора: 903155445
Инициатор: Зиёда
Тема заявки: Нужно заправить картридж
Задача (сокр): Добрый день
Нужно заправить кртридж в каб. зав.склада",27.04.2023 14:21,821636275,27.04.2023 17:00,,,,3,
427,27.04.2023 14:35,5195792294,204113594,canon lbp6020 (бухг-ия ) картридж сыпится,28.04.2023 08:18,5057169611,28.04.2023 18:30,,,,3,
428,27.04.2023 14:52,5195792294,207162739,Офис -canon 4410-1 нов картридж,28.04.2023 13:40,432066117,28.04.2023 13:41,,,"Мастер ТУРАБЕКОВ ТЕМУР принял заявку 28.04.2023 13:37.
 28.04.2023 13:40отказался от выполнения",3,
429,27.04.2023 16:06,5195792294,206975479,"Установка Windows 
ПК не включается",,,,12.05.2023 11:57,65241621,Клиент не определился,4,
430,27.04.2023 16:25,5195792294,204501594,"Canon mf 4730
97 4309482 Гузаля",28.04.2023 04:59,563934644,28.04.2023 13:50,,,,3,
431,27.04.2023 21:30,5195792294,307292645,Сanon ir 3125 заправка черного цвета,28.04.2023 09:48,432066117,01.05.2023 18:01,,,,3,
432,28.04.2023 08:08,821636275,202099756,"Заказчик: Korzinka - Fayzobod
Номер заявки: 000000051188
Вид заявки: Заправка принтера*
Телефон инициатора: 935508229
Инициатор: Нодира опа
Тема заявки: Заправка принтера
Задача (сокр): Заправка принтера в кабинете ЗавМага",28.04.2023 08:52,5057169611,28.04.2023 10:24,,,,3,
433,28.04.2023 08:50,821636275,202099756,"Заказчик: ХК Куйлюк
Номер заявки: 000000051191
Вид заявки: Заправка принтера*
Телефон инициатора: 901355058
Инициатор: Иброхим
Тема заявки: Заправка принтера
Задача (сокр): Ассалому алайкум",28.04.2023 08:50,821636275,28.04.2023 10:44,,,,3,
434,28.04.2023 09:20,821636275,202099756,"Заказчик: Korzinka - Globus
Номер заявки: 000000051193
Вид заявки: Заправка принтера*
Телефон инициатора: 970363668
Инициатор: Cудоба
Тема заявки: Принтер
Задача (сокр):  Принтер Распечатает с пятном 
В комнате кассира",28.04.2023 10:17,5057169611,28.04.2023 12:55,,,,3,
435,28.04.2023 09:27,5195792294,205549984,"Замена ЕК
057 - 8
737 - 2
226 - 1
728-2",28.04.2023 11:46,301781583,28.04.2023 16:18,,,,3,
436,28.04.2023 09:39,821636275,202099756,"Заказчик: Korzinka - Riyoziy
Номер заявки: 000000051196
Вид заявки: Заправка принтера*
Телефон инициатора: 946509805
Инициатор: Дурдона
Тема заявки: Принтер не работает
Задача (сокр): В кабинете менеджера принетр не распечатает. Выходит нет бумага но бумага есть",28.04.2023 11:16,596759592,28.04.2023 12:11,,,,3,
437,28.04.2023 09:40,5850789657,207181106,"420 - 1 шт, 240 - 1 шт, 3010 - 1 шт, 211- 1 шт

 Собитов Рахматилла дополнил(а) заявку...
.",28.04.2023 11:24,563934644,01.05.2023 16:58,,,,3,
438,28.04.2023 10:17,5850789657,305191400,"3010 - 1 шт

 Салихов Александр дополнил(а) заявку...
Шота Руставели филиал Южный, 933901317 Эльдар",29.04.2023 11:05,563934644,29.04.2023 16:40,,,,3,
439,28.04.2023 10:47,5195792294,300808829,"Лабзак филиал 
Сanon MF216 (картридж заправка)",02.05.2023 08:19,5057169611,02.05.2023 11:59,,,"Мастер Хусанходжаев Шухрат принял заявку 01.05.2023 13:44.
 01.05.2023 15:42отказался от выполнения",3,
440,28.04.2023 10:47,5195792294,300808829,"Склад Мир
Canon lbp 6030 (картридж заправка и поменяь барабан)",01.05.2023 10:43,563934644,01.05.2023 16:58,,,,3,
441,28.04.2023 10:48,821636275,202099756,"Заказчик: Korzinka - Yunusobod
Номер заявки: 000000051208
Вид заявки: Заправка принтера*
Телефон инициатора: 977848587
Инициатор: Улугбек
Тема заявки: заправка картриджей
Задача (сокр): Нужна заправка картриджей, все запасные уже использованы.",28.04.2023 13:07,821636275,28.04.2023 15:01,,,,3,
442,28.04.2023 10:49,5850789657,307806311,"MMf443 - 3 зп, LB 6030 - 2 зп.",01.05.2023 08:53,432066117,01.05.2023 16:22,,,,3,
443,28.04.2023 11:17,821636275,202099756,"Заказчик: Отдел АХО
Номер заявки: 000000051209
Вид заявки: Заправка принтера*
Телефон инициатора: 946499400
Инициатор: Бахтиёр
Тема заявки: Прошу отправить специалиста для заправки принтера.
Задача (сокр): Ассалому алайкум!

Прошу отправить специалист для заправки принтера на Панельный склад.",28.04.2023 11:19,821636275,28.04.2023 13:07,,,,3,
444,28.04.2023 11:22,5195792294,303498730,canon 4410,28.04.2023 16:45,596759592,28.04.2023 19:04,,,,3,
445,28.04.2023 11:41,5850789657,300644923,Нужна 1 заправка принтера на базе жд.дороге,28.04.2023 13:49,563934644,28.04.2023 13:51,,,,3,
446,28.04.2023 11:32,5195792294,306327189,"canon mf 3010-  не печатает

 Ахмедова Шаира дополнил(а) заявку...
https://maps.google.com/maps?q=41.345569,69.260578&ll=41.345569,69.260578&z=16

 Собитов Рахматилла дополнил(а) заявку...
Звонил клиэнту 5 раз нету на месте дали другой номер который внезоны доступа",02.05.2023 08:07,5057169611,02.05.2023 10:36,,,"Мастер Собитов Рахматилла принял заявку 01.05.2023 10:42.
 01.05.2023 15:26отказался от выполнения",3,
447,28.04.2023 12:19,5195792294,307447370,сanon mf 3010,01.05.2023 11:30,596759592,01.05.2023 14:59,,,,3,
448,28.04.2023 13:06,821636275,202099756,"Заказчик: Korzinka - Elbek
Номер заявки: 000000051214
Вид заявки: Заправка принтера*
Телефон инициатора: 935154485
Инициатор: Улугбек
Тема заявки: Заправка принтера
Задача (сокр): Надо Заправка принтера",28.04.2023 13:30,5057169611,28.04.2023 15:22,,,,3,
449,28.04.2023 13:14,5195792294,307937315,CANON 237 - 1,01.05.2023 09:15,596759592,01.05.2023 10:06,,,,3,
450,28.04.2023 14:02,563934644,309434394,Заправка принтера hp283 ц цвета BL YL,28.04.2023 14:03,563934644,28.04.2023 14:05,,,,3,
451,28.04.2023 14:05,563934644,307236064,Заправка canon 3010-2шт,28.04.2023 14:06,563934644,28.04.2023 18:08,,,,3,
452,28.04.2023 14:58,821636275,202099756,"Заказчик: Korzinka - Abay
Номер заявки: 000000051220
Вид заявки: Заправка принтера*
Телефон инициатора: 901202080
Инициатор: НОДИРБЕК
Тема заявки: Принтер не работает удовлетворительно
Задача (сокр): Мы поменяли карридж на новый но принтер все равно не печает нужный документ
поменяйте нам принтер пожалуйста",28.04.2023 14:59,821636275,28.04.2023 17:42,,,,3,
453,28.04.2023 15:15,5195792294,305440557,Забрать 2 принтера на ремонт с Орзу техномарт,01.05.2023 11:09,301781583,01.05.2023 16:01,,,,3,
454,28.04.2023 15:25,5195792294,309257076,"Canon MF 232w
 Canon 443dw  
по несколько штук",01.05.2023 08:55,432066117,01.05.2023 16:22,,,,3,
455,28.04.2023 15:32,821636275,202099756,"Заказчик: Korzinka - Next
Номер заявки: 000000051222
Вид заявки: Заправка принтера*
Телефон инициатора: 911332313
Инициатор: Саидахмадхон
Тема заявки: Заправка принтера
Задача (сокр): в кобинете менеджера надо заправить принтер",28.04.2023 17:40,821636275,28.04.2023 17:42,,,,3,
456,28.04.2023 15:36,5195792294,309159499,"canon  8567
Мирзо Улуг р-н ор-р Никафарм Сайрам 7
+998888774313 Шохжахон",01.05.2023 09:11,596759592,01.05.2023 11:55,,,,3,
457,28.04.2023 16:07,5195792294,203146221,"HP 404 и Kyocera
Для информации: После ремонта принтера высыпали тонер с картриджа  Остаток 426гр- при заявке забрать тонер
этот тонер у меня заберите пожалуйста",01.05.2023 14:10,596759592,01.05.2023 17:39,,,,3,
458,28.04.2023 21:08,821636275,202099756,"Заказчик: Korzinka - Keles
Номер заявки: 000000051229
Вид заявки: Заправка принтера*
Телефон инициатора: 977107550
Инициатор: Хумоюн
Тема заявки: Заправка принтеров
Задача (сокр): Нужно заправить принтера в комнате менеджера и товароведа",29.04.2023 09:24,821636275,29.04.2023 12:18,,,,3,
459,29.04.2023 07:01,821636275,202099756,"Заказчик: Korzinka - Almazar
Номер заявки: 000000051238
Вид заявки: Заправка принтера*
Телефон инициатора: 900096446
Инициатор: Умид Насриддинов
Тема заявки: Заправка принтеров
Задача (сокр): Доброго времени суток
Прошу Вас, отправить специалиста для заправки принтеров 
Заранее благодарю",29.04.2023 10:50,821636275,29.04.2023 10:50,,,,3,
460,29.04.2023 07:02,821636275,202099756,"Заказчик: Korzinka - OAZIS
Номер заявки: 000000051241
Вид заявки: Заправка принтера*
Телефон инициатора: 901263492
Инициатор: Tovmurodov Hamidulla
Тема заявки: нужно заправить принтер
Задача (сокр): Принтер в кабинете старшего кассира плохо печатает.Нам нужно его заправить",29.04.2023 11:38,5057169611,29.04.2023 15:39,,,,3,
461,29.04.2023 08:20,821636275,202099756,"Заказчик: Korzinka - Guncha
Номер заявки: 000000051243
Вид заявки: Заправка принтера*
Телефон инициатора: 946676672
Инициатор: Саьдулла Рихсибоев
Тема заявки: Надо заправить принтер Гл.Товораведа
Задача (сокр): Надо заправить принтер Гл.Товораведа и Ст кассира",29.04.2023 13:07,596759592,29.04.2023 13:08,,,,3,
462,29.04.2023 11:02,5195792294,307675025,"Текст клиента: Заправка : 1 картриджа Canon 3010
                        краска черная Epson 664 -1шт.+ к принтеру Epson L3060 нужна чистка памперса",02.05.2023 08:18,563934644,02.05.2023 13:17,,,,3,
463,29.04.2023 12:17,821636275,202099756,"Заказчик: Korzinka - Ipakchi
Номер заявки: 000000051251
Вид заявки: Заправка принтера*
Телефон инициатора: 950990328
Инициатор: Cиторахон
Тема заявки: Надо заптавить катрижы  принтеры
Задача (сокр): Здраствуйте Прошу отправить специолиста для зоправки катрижа принтеров",29.04.2023 13:07,596759592,29.04.2023 13:08,,,,3,
464,29.04.2023 12:18,821636275,202099756,"Заказчик: Korzinka - Mashhadiy
Номер заявки: 000000051252
Вид заявки: Заправка принтера*
Телефон инициатора: 880364333
Инициатор: Ulug`bek
Тема заявки: Заправка принтера
Задача (сокр): Заправка принтера",29.04.2023 14:26,821636275,29.04.2023 14:26,,,,3,
465,29.04.2023 12:32,5850789657,206992387,Epson L210- 1 заправка,01.05.2023 09:07,432066117,01.05.2023 18:02,,,,3,
466,01.05.2023 08:23,821636275,202099756,"Заказчик: Fayzobod RС
Номер заявки: 000000051285
Вид заявки: Заправка принтера*
Телефон инициатора: 990305752
Инициатор: Begzod
Тема заявки: ремонтироват 4 принтеру. бумага не берёть
Задача (сокр): ремонтироват 4 принтеру. бумага не берёть",01.05.2023 09:46,5057169611,01.05.2023 11:54,,,,3,
467,01.05.2023 09:40,5195792294,306799489,"Компас
hp-607
+998 908258854 Акмаль",02.05.2023 15:10,596759592,02.05.2023 17:23,,,,3,
468,01.05.2023 10:22,821636275,202099756,"Заказчик: Korzinka - Kohinur
Номер заявки: 000000051289
Вид заявки: Заправка принтера*
Телефон инициатора: 977407344
Инициатор: Дилбар
Тема заявки: Принтер не печает
Задача (сокр): Принтер не печает",01.05.2023 11:04,821636275,01.05.2023 12:14,,,,3,
469,01.05.2023 10:21,5195792294,309934706,"canon lbp 2900-1 + 1 нов картридж
бухгалтер +998 90 315 19 86
https://maps.google.com/maps?q=41.245658,69.320371&ll=41.245658,69.320371&z=16",02.05.2023 15:10,596759592,02.05.2023 17:23,,,,3,
470,01.05.2023 10:30,5850789657,306827563,"Заправки: 443- 10 шт, 420 - 1 шт. Контактный номер 940122254 Рустам

 Салихов Александр дополнил(а) заявку...
443- 12 шт",02.05.2023 11:33,563934644,02.05.2023 16:43,,,,3,
471,01.05.2023 10:38,5195792294,301107892,"canon mf 3010
935551518 Мафтуна 
ул Амира Темур 95А БЦ Узамон",02.05.2023 13:12,5057169611,02.05.2023 17:25,,,,3,
472,01.05.2023 10:45,5850789657,200547247,"2 принтера 3010 b - 2 профилактики, 2 новых картриджа. Просят предварительно позвонить перед приездом по номеру 903539655 Василий

 Салихов Александр дополнил(а) заявку...
ещё заправить 6030 1 шт",02.05.2023 14:14,432066117,02.05.2023 16:53,,,,3,
473,01.05.2023 11:10,5195792294,302184363,canon 244+1 нов картридж,03.05.2023 09:23,432066117,03.05.2023 15:47,,,,3,
474,01.05.2023 11:21,1044166,206992387,"Заправка:
Epson L210 - 1 
MF 3010 - 1 
IT услуги:
Проблема с сетью.

 Собитов Рахматилла дополнил(а) заявку...
Приехал клиэнту сказали что заправка не нужна было дело по айти части и то выполнено",02.05.2023 08:18,563934644,02.05.2023 09:37,,,,3,
475,01.05.2023 12:02,5195792294,200638670,"Головной офис 
canon 3010-2 (отдел притензий) 
Epson 2140 заправка (отдел кадров)",02.05.2023 08:22,432066117,02.05.2023 12:27,,,,3,
476,01.05.2023 12:08,5850789657,201103878,заправить 1536 - 1.шт остальные принтеры посмотреть на месте. контакт Таня 903170916,01.05.2023 14:10,563934644,01.05.2023 16:58,,,,3,
477,01.05.2023 12:12,5195792294,306575554,hp135W-1,01.05.2023 14:19,596759592,01.05.2023 17:39,,,,3,
478,01.05.2023 13:02,5195792294,310070597,canon mf 3010 (бывш Tiens Орзу техномарт),01.05.2023 14:11,563934644,01.05.2023 17:50,,,,3,
479,01.05.2023 13:05,5195792294,200934834,"Заправка картриджей
Городской филиал https://maps.google.com/maps?q=41.292414,69.211389&ll=41.292414,69.211389&z=16
+998 973686101",02.05.2023 07:53,596759592,02.05.2023 11:51,,,,3,
480,01.05.2023 14:00,821636275,202099756,"Заказчик: Korzinka - Lunacharskiy
Номер заявки: 000000051310
Вид заявки: Заправка принтера*
Телефон инициатора: 933384056
Инициатор: рустамов зуфар
Тема заявки: Заправка принтера
Задача (сокр): Заправка принтера срочна",01.05.2023 14:05,5057169611,01.05.2023 15:41,,,,3,
481,01.05.2023 15:24,821636275,202099756,"Заказчик: Korzinka - Kamolon
Номер заявки: 000000051320
Вид заявки: Заправка принтера*
Телефон инициатора: 971377637
Инициатор: Анвар
Тема заявки: Не читает бумагу и нужно заправить.
Задача (сокр): Добрый день. В маркете Камолон в кабинете менеджера принтер не читает бумагу как А4 формат, так и А3. Пишит уведомление, что якобы нет бумаги. Но по факту она е",01.05.2023 15:39,5057169611,01.05.2023 17:21,,,,3,
482,01.05.2023 17:15,5195792294,306191265,hp1536-3,02.05.2023 09:29,563934644,02.05.2023 12:28,,,,3,
483,01.05.2023 19:00,5195792294,307329461,canon mf 237,02.05.2023 08:22,432066117,02.05.2023 16:53,,,,3,
484,01.05.2023 19:02,5195792294,204065852,"226 - 4 шт 
725 - 4 шт
505* - 5 шт
505А - 1 шт
726 - 1 шт
2612* - 1 шт
737 - 1 шт
На заправку 
И 051 картридж нужно будет осмотреть на месте",02.05.2023 09:55,301781583,02.05.2023 10:17,,,,3,
485,02.05.2023 08:48,821636275,202099756,"Заказчик: Korzinka - Qoratosh
Номер заявки: 000000051338
Вид заявки: Заправка принтера*
Телефон инициатора: 901688929
Инициатор: Файзулла
Тема заявки: Заправит картридж
Задача (сокр): Заправит картридж   комнату админ и ст. кассир",02.05.2023 08:48,821636275,02.05.2023 11:46,,,,3,
486,02.05.2023 09:16,5195792294,207162739,забрать принтер на ремонт,02.05.2023 09:52,301781583,02.05.2023 09:52,,,,3,
487,02.05.2023 09:44,5850789657,305480096,Неделю или 2  назад чинили картридж mf 4410 теперь у клиента пачкает листы по краям просят исправить,02.05.2023 09:50,596759592,02.05.2023 11:51,,,,3,
488,02.05.2023 10:03,821636275,202099756,"Заказчик: Korzinka - Dombirobod
Номер заявки: 000000051339
Вид заявки: Заправка принтера*
Телефон инициатора: 998563364
Инициатор: Омон (Зав.склад)
Тема заявки: Просим заправит катриджа
Задача (сокр): Добрый день!!!
Просим заправит катриджа",02.05.2023 10:03,821636275,02.05.2023 11:46,,,,3,
489,02.05.2023 10:04,5850789657,300071434,Заправка 3010 - 2 шт. Просят по возможности сегодня подъехать,02.05.2023 11:51,596759592,02.05.2023 14:57,,,,3,
490,02.05.2023 10:21,5195792294,308352839,canon 643-1,02.05.2023 14:16,432066117,02.05.2023 16:53,,,,3,
491,02.05.2023 10:41,5195792294,309043636,Canon ir 2420 заправка,02.05.2023 14:02,596759592,02.05.2023 14:57,,,,3,
492,02.05.2023 11:13,5195792294,205549984,"Замена ЕК
057 - 9
737 - 2
226 - 2
728-1",10.05.2023 10:28,301781583,10.05.2023 11:05,,,,3,
493,02.05.2023 11:13,5850789657,300644923,"737 - 3 заправки и 1 новый картридж, 3010 - 1 заправка, m102 a проверить какая часть нужна для работы",03.05.2023 08:50,596759592,03.05.2023 10:14,,,,3,
494,02.05.2023 12:20,5195792294,306822340,"Сanon 3010-2
canon 645 -1",03.05.2023 09:22,432066117,03.05.2023 12:27,,,,3,
495,02.05.2023 12:27,5195792294,305442712,Canon MF230,02.05.2023 13:17,821636275,02.05.2023 14:42,,,,3,
496,02.05.2023 13:51,5195792294,306212166,"Мирабад 
Xerox phaser 3020

 Собитов Рахматилла дополнил(а) заявку...
.",03.05.2023 13:30,563934644,03.05.2023 17:19,,,,3,
497,02.05.2023 14:08,5195792294,206937019,canon pixma g3420 (не распечатывает),02.05.2023 14:15,432066117,02.05.2023 17:45,,,,3,
498,02.05.2023 14:41,821636275,202099756,"Заказчик: Korzinka - Sergeli
Номер заявки: 000000051363
Вид заявки: Заправка принтера*
Телефон инициатора: 977383131
Инициатор: Мурод
Тема заявки: Заправка принтера
Задача (сокр): Заправка принтера",02.05.2023 14:41,821636275,02.05.2023 16:53,,,,3,
499,02.05.2023 15:00,5195792294,300974584,canon mf 3010-5,02.05.2023 17:22,596759592,02.05.2023 17:59,,,,3,
500,02.05.2023 15:03,5195792294,305960259,hp1200,03.05.2023 09:23,432066117,03.05.2023 12:27,,,,3,
501,02.05.2023 15:12,5195792294,302863222,Сanon 443-5,03.05.2023 13:30,563934644,03.05.2023 13:31,,,,3,
502,02.05.2023 15:38,5850789657,204569572,"Застрял картридж в принтере не могут поменять на заправленный тел 888009069 Наргиза Шахрисабз, 10б",02.05.2023 16:11,5057169611,02.05.2023 17:25,,,,3,
503,03.05.2023 01:55,563934644,304144925,Заправка картридж,03.05.2023 13:30,563934644,03.05.2023 13:31,,,,3,
504,03.05.2023 08:04,821636275,202099756,"Заказчик: Korzinka - Aviasozlar
Номер заявки: 000000051378
Вид заявки: Заправка принтера*
Телефон инициатора: 909080024
Инициатор: Мухаммад
Тема заявки: Заправка картриджа
Задача (сокр): Заправка картриджа в комнате Зав.мага.",03.05.2023 08:05,821636275,03.05.2023 10:33,,,,3,
505,03.05.2023 09:04,821636275,202099756,"Заказчик: Korzinka - Shedevr
Номер заявки: 000000051456
Вид заявки: Заправка принтера*
Телефон инициатора: 997570247
Инициатор: Hamid
Тема заявки: Нужно заправить принтер у завмага
Задача (сокр): Нужно заправить принтер у завмага",03.05.2023 10:33,5057169611,03.05.2023 10:34,,,,3,
506,03.05.2023 09:24,821636275,202099756,"Заказчик: КМ
Номер заявки: 000000051460
Вид заявки: Заправка принтера*
Телефон инициатора: 900479784
Инициатор: Егор
Тема заявки: необходимо поменять картридж в принтере
Задача (сокр): Добрый день

необходимо земенить картридж в принтере
Canon MF4010 Series UFRII LT on okm-print

Егор",03.05.2023 10:36,5057169611,03.05.2023 12:03,,,,3,
507,03.05.2023 09:25,821636275,202099756,"Заказчик: Korzinka - Sebzor
Номер заявки: 000000051462
Вид заявки: Заправка принтера*
Телефон инициатора: 974503375
Инициатор: Кучкаров Равшан
Тема заявки: Замена кардрижов
Задача (сокр). Оба картрижа заправлен 24.04.2023 числа. Прошу заменить оба картрижа.",03.05.2023 10:35,821636275,03.05.2023 12:49,,,,3,
508,03.05.2023 09:26,821636275,202099756,"Заказчик: Fayzobod RС
Номер заявки: 000000051463
Вид заявки: Заправка принтера*
Телефон инициатора: 935050564
Инициатор: Маматкулов Отабек
Тема заявки: настройка принтера
Задача (сокр): Пршу Вас настроить принтер",03.05.2023 09:29,821636275,03.05.2023 09:30,,,,3,
509,03.05.2023 09:48,5850789657,301192308,Мф421-4 заправки,04.05.2023 14:06,563934644,04.05.2023 17:13,,,,3,
510,03.05.2023 10:34,5195792294,306042624,"Сanon 3010 - 2
hp 130-1 + 1нов картридж",03.05.2023 14:56,432066117,03.05.2023 17:32,,,,3,
511,03.05.2023 10:36,5195792294,204815109,ком 210 hp 1018(гл бух),03.05.2023 13:30,563934644,03.05.2023 13:30,,,,3,
512,03.05.2023 10:37,821636275,202099756,"Заказчик: Korzinka - Al-Xorazmiy
Номер заявки: 000000051466
Вид заявки: Заправка принтера*
Телефон инициатора: 977349900
Инициатор: Абдурахимов Афзал
Тема заявки: нужно заправит принтера
Задача (сокр): нужно заправит принтера",03.05.2023 12:49,821636275,03.05.2023 15:07,,,,3,
513,03.05.2023 10:38,5195792294,207084147,"CANON i-sensys LBP 6670    – 2 шт – Жавлон
             CANON i-sensys LBP 251 dw    – 1 шт – Хилола
             CANON MF 237 W      – 1 шт;  Бахор",03.05.2023 12:13,596759592,03.05.2023 15:59,,,,3,
514,03.05.2023 10:42,5195792294,303935258,Canon 264 Заправка,03.05.2023 12:13,596759592,03.05.2023 15:59,,,,3,
515,03.05.2023 11:16,5195792294,207300652,canon mf 3010-2 пачкает при печати,03.05.2023 14:56,432066117,03.05.2023 17:32,,,,3,
516,03.05.2023 12:20,821636275,202099756,"Заказчик: Салом RedTag
Номер заявки: 000000051473
Вид заявки: Заправка принтера REDTAG*
Телефон инициатора: 337077881
Инициатор: Шоназарова Зиеда
Тема заявки: Заправка принтера
Задача (сокр): Заправит котриж в комнете ст. кассира и офиса",03.05.2023 12:36,5057169611,03.05.2023 14:35,,,,3,
517,03.05.2023 13:32,821636275,202099756,"Заказчик: Korzinka - A. Donish
Номер заявки: 000000051476
Вид заявки: Заправка принтера*
Телефон инициатора: 884261414
Инициатор: Жавохир
Тема заявки: Заправка принтера
Задача (сокр): В кабинете зав. склада нужно заправить картридж.",03.05.2023 14:35,5057169611,03.05.2023 16:30,,,,3,
518,03.05.2023 15:06,821636275,202099756,"Заказчик: B2B
Номер заявки: 000000051479
Вид заявки: Заправка принтера*
Телефон инициатора: 935908030
Инициатор: Tolib
Тема заявки: Заправка принтер
Задача (сокр): Надо запрвить принтер",03.05.2023 15:06,821636275,03.05.2023 16:42,,,,3,
519,03.05.2023 15:57,5850789657,303092858,"Заправка картриджей: MF411dw,Cenon 3010, MF410,MF443",04.05.2023 08:34,596759592,04.05.2023 11:28,,,,3,
520,03.05.2023 16:21,563934644,308411202,Прочистка печатающей головки,03.05.2023 16:22,563934644,03.05.2023 16:22,,,,3,
521,03.05.2023 16:39,821636275,202099756,"Заказчик: Korzinka - Rakat
Номер заявки: 000000051483
Вид заявки: Заправка принтера*
Телефон инициатора: 973331514
Инициатор: Салим
Тема заявки: Заправка принтера
Задача (сокр): заправка",03.05.2023 16:39,821636275,03.05.2023 20:27,,,,3,
522,03.05.2023 16:42,563934644,308411202,"Филиал на Lyumere принтер плохо печатает Epson 3151

 Собитов Рахматилла дополнил(а) заявку...
Отменили заявку все заработало",,,,03.05.2023 18:09,563934644,Все работает,4,
523,04.05.2023 08:01,821636275,202099756,"Заказчик: Ц1
Номер заявки: 000000051490
Вид заявки: Заправка принтера*
Телефон инициатора: 935010461
Инициатор: Акмал Ядгоров
Тема заявки: Заправка принтера
Задача (сокр): Заправк принтера отдел Строительства",04.05.2023 08:01,821636275,04.05.2023 10:21,,,,3,
524,04.05.2023 08:33,821636275,202099756,"Заказчик: Korzinka - Rakat
Номер заявки: 000000051495
Вид заявки: Заправка принтера*
Телефон инициатора: 973331514
Инициатор: Salim
Тема заявки: ремонт принтер
Задача (сокр): ремонт принтер",04.05.2023 08:47,5057169611,04.05.2023 09:56,,,,3,
525,04.05.2023 09:18,5195792294,200638670,"На Дубовом canon 4018-2 
Сanon 3010 
935554566 Акмал ака",04.05.2023 14:06,563934644,04.05.2023 17:13,,,,3,
526,04.05.2023 09:25,5850789657,301382671,L1300 жуёт бумагу,05.05.2023 09:01,432066117,05.05.2023 22:02,,,,3,
